application_id,application_date,loan_amount,interest_rate,annual_income,credit_score,employment_length,dti,num_delinquencies,previous_defaults,home_ownership,purpose,state,defaulted
1fc1acb5-3a1c-4bdf-84f0-2642d3f32f84,2022-01-28 10:56:05,16101.7,12.03,36456.29,737.0,17,6.89,1,0,OWN,car,CA,0
4e33e9da-b3f7-4f43-a7b3-a596348db825,2024-08-22 13:25:07,20116.82,8.93,11289.51,679.0,12,12.14,0,1,RENT,major_purchase,CA,0
af8c37ab-9711-4a76-a142-5ad74ecb60b7,2023-10-12 19:17:03,32648.47,11.01,20891.84,631.0,30,25.62,0,0,MORTGAGE,car,NY,1
cc4e3231-a707-4099-9c77-f6590920fb23,2022-10-08 07:32:20,23421.64,6.62,53192.2,696.0,24,19.73,0,0,MORTGAGE,debt_consolidation,MI,0
ec4d9073-a92b-4a07-8bb9-37970c6ad028,2023-06-09 21:12:44,19071.34,13.62,16728.59,666.0,15,11.67,0,0,RENT,major_purchase,GA,0
ebe32717-1082-49c2-9a56-0be61266f91b,2022-02-04 14:10:47,47007.72,14.36,30842.65,666.0,32,25.72,0,0,MORTGAGE,home_improvement,IL,0
c69b2202-2a75-4d4d-9488-d37117cf512e,2024-05-11 09:45:23,23286.85,21.88,43012.25,649.0,18,26.1,0,0,MORTGAGE,debt_consolidation,GA,0
20d4115e-0e97-4526-94bb-0756ca32ddaf,2023-08-05 08:09:59,59493.84,9.51,75719.07,735.0,38,20.65,0,0,MORTGAGE,major_purchase,FL,0
e4064b87-38fb-4778-bd35-f2bbc676a966,2022-01-05 13:07:46,26361.14,10.93,27241.32,695.0,24,13.1,1,0,OTHER,home_improvement,NC,0
c7cebf3c-cb75-4703-8015-87aaa26895d3,2023-05-19 08:25:12,51779.78,9.7,26324.52,742.0,35,14.33,1,0,RENT,small_business,FL,0
94e59a55-ab76-4320-8851-ea98177636e4,2022-03-19 06:19:37,30359.79,12.85,35375.58,760.0,39,20.28,1,0,MORTGAGE,home_improvement,GA,0
a18e4bab-59da-4c51-ac0f-4f02c498cd67,2023-02-28 22:41:53,39444.41,13.53,43280.46,708.0,13,7.5,2,0,RENT,home_improvement,IL,0
7d2bbd7f-c729-4ef2-adab-0dc87d5c9e3b,2024-07-30 08:21:42,14130.83,11.79,33620.01,650.0,10,28.62,0,0,OWN,credit_card,OH,0
a9049063-e279-4a38-a366-abc9ba3be9e4,2023-12-18 01:51:33,12193.61,16.35,61367.41,742.0,33,31.6,3,0,OWN,home_improvement,TX,0
bfcd9248-52c6-4d84-a408-eab4c9fc02d3,2023-06-11 12:14:18,31895.59,9.53,24353.43,708.0,9,16.11,0,0,RENT,debt_consolidation,MI,0
26fe2c7a-e243-49e1-a9a2-bdbd58ec9aeb,2023-07-15 08:39:27,39828.3,15.94,38564.23,836.0,30,20.85,0,0,MORTGAGE,major_purchase,NY,0
70e36df2-8e0d-45d6-8f46-48c02b76bfaf,2023-07-09 11:29:37,25603.85,14.15,45370.0,699.0,7,27.49,1,0,OWN,home_improvement,PA,0
fc124478-21df-449f-8545-ac9a26ff08e4,2022-04-17 14:11:44,5704.1,11.95,29729.16,722.0,34,33.64,0,0,OWN,credit_card,OH,0
637367ae-956d-4dc6-a1e5-68d2c0833ae6,2022-09-04 11:48:37,4596.12,10.74,55262.78,697.0,27,30.46,0,0,OWN,home_improvement,OH,0
c1cf3c44-5036-40fa-8106-ad98e191e706,2024-06-13 01:05:20,3592.95,21.71,39123.53,674.0,20,4.12,0,0,RENT,car,PA,0
ca5e8c47-f03e-42b3-86a1-dfcc1391ffd7,2024-10-10 21:12:24,1000.0,8.73,53875.06,664.0,17,15.48,1,0,RENT,small_business,NC,0
8a8211b2-61e4-482f-8879-c3c27c6c8b91,2022-06-09 12:40:59,26642.28,13.19,40016.7,698.0,25,22.01,1,0,RENT,car,MI,0
b6e91f81-d92b-4883-8725-0e53544af227,2024-09-28 06:58:23,41875.66,9.0,43835.63,711.0,15,14.05,0,0,MORTGAGE,home_improvement,GA,0
d8d8c425-c6ac-42a7-a4fc-3aef36d395b7,2022-02-03 04:35:20,24798.76,19.14,26470.97,749.0,15,32.26,0,0,MORTGAGE,home_improvement,TX,0
e188f67e-04cd-46d4-8538-4b83b6796a36,2023-07-20 18:42:48,1000.0,15.55,26492.43,699.0,8,31.04,0,0,OWN,debt_consolidation,GA,0
f1cd8654-7e1f-4b18-8f0c-090fd848370a,2024-06-25 01:43:49,22138.59,9.29,66983.27,652.0,6,11.47,0,0,MORTGAGE,small_business,PA,0
5533032d-5173-439f-a482-d07665857823,2022-08-27 12:24:10,22558.02,14.05,49898.95,660.0,35,16.7,1,1,MORTGAGE,debt_consolidation,PA,0
00d30632-f086-4901-9df2-5d9d6674472e,2024-11-05 01:31:42,56439.98,13.03,21774.99,601.0,29,12.0,0,0,RENT,car,MI,1
30f0f7da-7f61-4fb3-ac61-35b0f10b7332,2024-12-12 03:45:32,3142.93,9.93,39752.65,780.0,17,16.44,1,0,RENT,small_business,PA,0
b28fe349-402d-4b39-8bbd-d3bea28fca2f,2023-04-10 19:39:58,19139.84,15.03,11082.38,648.0,33,16.2,0,1,OWN,home_improvement,NC,0
9e48eeeb-af53-4724-b115-495c6deb5ab0,2024-09-04 05:45:16,50587.79,13.56,27256.03,738.0,24,25.63,0,0,RENT,major_purchase,OH,1
2139d1dd-fb70-4c61-b4d7-bb56ab96a4a6,2022-03-28 17:49:29,31749.68,12.86,58718.72,697.0,23,10.89,0,0,MORTGAGE,car,CA,0
e8cec542-3bd7-4131-b74d-4c79b44eb45d,2023-07-25 22:40:52,33449.7,11.83,34112.77,698.0,4,0.0,0,0,RENT,debt_consolidation,GA,0
4d31cf61-1491-4b0e-befd-43c8ff6d8089,2022-11-17 07:20:24,26718.77,13.72,38520.9,673.0,21,5.16,0,1,OWN,small_business,IL,0
e21bb3c5-4ea7-420c-b6c3-d366593bc2eb,2023-11-17 21:45:13,29949.15,12.92,8036.99,633.0,4,9.77,0,0,OWN,car,PA,0
e03c1857-2f23-402e-9236-a67604888855,2022-10-02 11:49:30,36664.14,12.24,29848.0,622.0,27,12.75,0,0,MORTGAGE,major_purchase,FL,1
b2058059-6f7b-430f-af85-522234826a30,2023-04-27 10:28:11,12857.71,9.44,43007.77,784.0,2,19.5,1,0,MORTGAGE,major_purchase,TX,0
9b41b3f2-f49d-4d53-b647-178bb04e7885,2024-03-12 06:45:56,38170.88,18.78,45827.74,687.0,20,9.36,0,0,RENT,major_purchase,GA,0
6a8fbe05-7edc-4d9a-8a7c-9d735c0ca998,2022-08-14 15:11:53,4404.95,7.8,58757.72,748.0,14,8.31,0,0,RENT,debt_consolidation,NY,0
933216a8-bbfd-4087-9472-36f307dd3346,2024-07-11 01:08:14,29925.52,13.71,32691.52,763.0,5,10.56,1,0,MORTGAGE,car,CA,0
e1a558b9-0afc-4f7d-91af-e4e85e20e3df,2024-01-17 04:31:41,27681.11,10.72,33428.77,655.0,18,9.07,1,0,RENT,credit_card,IL,0
5b32ed8b-7536-4e34-8779-1fb6ece1d9a8,2022-10-02 12:30:04,15755.6,19.04,18656.34,705.0,8,13.56,0,0,RENT,home_improvement,GA,0
389211cc-292b-4c04-9d63-ca7115ee7e65,2024-01-03 16:50:42,24659.72,8.39,32785.42,683.0,9,13.22,0,0,MORTGAGE,car,NY,1
8d78be02-4a34-43ec-9cbd-64e53b687ee1,2022-12-15 02:35:08,15661.9,9.06,19326.11,611.0,35,23.51,1,0,RENT,debt_consolidation,FL,0
36b48e0d-3e4e-43b9-a54c-dca940f262d2,2023-08-23 07:43:47,8924.48,8.12,14415.58,669.0,13,10.08,0,0,RENT,home_improvement,IL,0
e9e78671-3c56-4080-abd5-f90f698c46fd,2023-10-31 07:53:24,19695.78,13.29,21108.06,715.0,16,15.14,0,0,OWN,major_purchase,MI,0
a96f7e3f-ebea-4b43-a076-b724e503bf41,2024-06-10 19:38:24,8440.17,6.51,77214.49,650.0,0,13.64,1,0,OWN,credit_card,TX,0
9615124f-6ec4-41f7-a219-afe56e18f368,2023-01-17 14:02:14,29841.96,10.09,31720.53,661.0,12,24.47,1,0,MORTGAGE,small_business,MI,0
9d069597-b8fb-499a-8546-7fdacc995c73,2023-05-10 18:15:56,7748.72,5.0,40535.71,670.0,14,16.77,0,0,RENT,major_purchase,TX,0
b6c80ab5-d92a-40c1-989c-bd631d18ce6d,2023-04-30 14:22:38,35679.66,12.96,28092.33,807.0,28,26.41,0,0,RENT,credit_card,PA,0
f2dfd812-0650-42d3-977c-aa0f39972376,2024-07-31 16:53:29,7277.81,10.0,14834.7,570.0,4,8.78,1,0,MORTGAGE,credit_card,NC,0
beb917d9-9de9-4877-a575-0c07df8716e9,2024-07-10 18:13:03,16505.58,6.05,57991.78,710.0,37,17.61,0,0,MORTGAGE,credit_card,MI,0
cd01e697-f31a-4a54-89c1-eb9e8a641030,2022-08-26 15:14:32,15630.95,16.34,12257.59,665.0,5,13.39,1,0,RENT,small_business,PA,1
a14e58c9-bedc-4f20-acde-697b7c94f568,2022-04-26 06:02:18,44877.2,6.77,27518.22,642.0,26,8.19,0,0,MORTGAGE,major_purchase,IL,0
9f32b472-1f85-4d93-8f00-b118cc3213d9,2024-11-19 04:14:49,29954.35,15.19,35337.24,663.0,0,17.46,0,0,OWN,small_business,GA,0
5794f9af-efe2-4365-9763-09f61cd16659,2022-07-02 22:08:15,21823.99,9.2,40751.37,720.0,32,31.86,1,0,RENT,small_business,MI,0
bb21d67c-a2b2-4b4c-b57b-f9bc3f374690,2022-08-13 13:30:33,32480.79,18.41,25254.64,723.0,27,11.18,2,0,RENT,small_business,CA,0
d6365a11-dc8a-46e8-a27e-e286f4800baf,2022-05-10 23:58:21,1000.0,15.0,14487.18,691.0,33,16.98,0,0,MORTGAGE,car,NY,0
e3b846d8-0e91-47fd-8a39-dc299ec64c8e,2022-06-25 07:55:49,24353.0,7.97,24329.71,746.0,37,7.5,2,0,RENT,major_purchase,NY,0
859ec9f1-eada-48b7-b8cb-5c864fa3a7ea,2022-03-11 06:22:18,54962.71,8.33,24974.76,756.0,33,6.33,0,0,RENT,home_improvement,NC,0
3822e834-24f7-45c1-934a-7ec3cba839a3,2023-10-23 17:17:11,26985.2,14.42,24672.71,729.0,24,11.7,1,0,OWN,small_business,CA,0
d935d196-c470-4858-82fb-83ffca98382c,2023-07-13 09:08:35,26018.7,10.95,58984.46,647.0,33,14.4,1,0,RENT,car,TX,0
193b68ee-b43b-43e3-a5a7-1df14c1826fe,2022-04-12 22:08:26,33221.93,11.32,19795.28,710.0,3,14.76,1,1,RENT,credit_card,CA,1
143e8044-09d9-435b-b048-b3b19750f419,2023-12-16 01:40:17,38434.08,17.09,42213.26,710.0,25,16.19,2,1,OWN,home_improvement,MI,0
5ab649b9-51ad-430e-b292-cc50e9d5c459,2022-07-03 21:13:55,1000.0,9.01,39306.63,631.0,39,4.81,0,1,MORTGAGE,car,CA,0
7c6c2ca0-cba4-4523-8607-8119d3054fb0,2023-08-13 06:58:46,1000.0,12.37,58701.91,586.0,15,12.99,0,1,MORTGAGE,major_purchase,NY,0
d414780b-bd1e-4fcb-abd2-c8c21041e6c8,2024-03-09 07:01:34,28154.37,15.82,33976.83,559.0,39,22.01,0,1,RENT,debt_consolidation,PA,0
c387e315-8384-41ce-86a2-3dae13521438,2023-04-12 10:04:56,14276.85,15.24,53936.65,684.0,20,7.13,1,0,RENT,home_improvement,FL,1
6396233f-56f4-4920-8aa0-fc39d0d6b46c,2022-12-04 10:13:19,44680.38,11.36,33319.23,698.0,18,15.16,2,0,OTHER,credit_card,CA,0
83b36c16-524f-486d-bc01-5b453d12f4d6,2024-09-08 13:13:08,20272.38,10.84,45125.21,609.0,12,20.34,1,0,MORTGAGE,home_improvement,IL,0
85789b03-63ad-4b89-a410-fae1a725ac1d,2024-05-26 03:11:16,1000.0,5.04,17129.02,743.0,4,11.74,0,0,MORTGAGE,car,GA,0
227affae-6c04-48b4-8ec0-8ac4472c3043,2024-07-13 13:35:58,5979.79,7.78,9709.51,689.0,35,20.73,0,0,RENT,car,NY,0
5fb35b7d-05f6-4e73-8158-2f5fe54e1eff,2022-06-20 07:55:42,1000.0,13.27,43860.68,761.0,28,5.83,0,1,RENT,car,PA,0
b41325cb-1f13-43f4-adc2-9a47225467fd,2022-10-27 02:40:13,21488.12,11.45,45052.85,702.0,16,25.11,1,0,RENT,small_business,IL,1
f76c9771-89ce-467d-b6da-61d62053394a,2023-02-26 21:43:19,22174.24,12.3,46062.35,616.0,38,20.93,0,0,MORTGAGE,major_purchase,NY,0
54e00f3c-411c-4505-b731-6b05233d6592,2022-07-04 08:56:01,18633.06,16.16,27932.15,707.0,7,18.45,1,0,MORTGAGE,major_purchase,CA,0
58e03bb4-0ce4-4194-b7e5-c5b285dd15dc,2023-02-27 23:38:50,41183.19,7.25,76485.86,720.0,31,27.0,1,0,RENT,home_improvement,NC,0
b28f0f48-3515-415d-b8de-a55f80f376cb,2022-09-29 06:08:41,42977.8,11.06,28855.65,647.0,18,15.37,1,0,MORTGAGE,debt_consolidation,MI,1
7b2c3c03-c102-46de-8a88-82f53b216ab8,2023-06-11 00:49:27,22444.17,12.75,44821.33,593.0,24,13.06,1,0,MORTGAGE,debt_consolidation,PA,0
30e3a7c5-642d-4ea7-a152-01f2b27856e4,2024-02-14 13:55:44,1000.0,9.18,48889.51,686.0,1,28.98,0,0,MORTGAGE,major_purchase,NC,0
b5faa5c7-c828-4d89-93c7-2d5805a01fb8,2023-03-26 09:06:25,34259.22,17.73,85765.33,620.0,24,32.73,0,0,OWN,major_purchase,FL,0
d49081b3-2d17-4086-abfb-6c9e31ddbb75,2024-03-01 14:42:35,33330.4,15.63,30992.02,747.0,27,12.45,1,0,RENT,credit_card,MI,0
0be894f4-4ef9-474d-bc2b-28df17bb9fe5,2023-02-28 12:43:43,29640.87,13.16,26197.09,656.0,39,17.09,1,0,MORTGAGE,debt_consolidation,PA,0
c221d3cd-80e8-458a-94e0-7d3e6480bd3a,2023-06-26 04:49:03,39722.2,19.18,17170.14,783.0,13,26.36,1,0,RENT,debt_consolidation,NC,1
8158e53c-99a1-4cbc-83b1-3108e0901551,2022-12-26 15:20:22,7527.58,6.0,78919.49,553.0,2,17.37,0,0,RENT,credit_card,OH,0
8e785cd6-852e-499a-b168-c47df53ea522,2022-04-03 18:14:45,55131.33,11.97,44833.26,688.0,2,22.76,0,0,RENT,car,MI,1
b08606b5-b5ef-4c91-92b3-4ece9f48d9d4,2022-01-17 14:09:31,10608.58,13.47,45548.39,766.0,5,24.24,0,0,OWN,home_improvement,PA,0
33e0443a-f4dc-4bc8-b5e4-1bc3f1ca038d,2022-07-20 17:08:36,36238.34,8.34,172534.44,627.0,11,13.5,0,1,RENT,car,NC,0
92004815-9095-42a4-9a23-95f724fbbefc,2023-11-07 03:59:43,1000.0,13.2,42724.27,670.0,33,21.35,1,0,OWN,car,MI,0
360c819d-6a32-4027-8636-b0fc674827e7,2022-04-20 06:14:53,11046.03,7.57,18936.36,656.0,7,17.95,2,0,MORTGAGE,car,GA,0
5f07490a-4513-4fac-b322-eceeca1a6541,2023-06-03 11:21:11,47745.53,14.76,32927.0,639.0,5,8.27,0,0,OWN,car,FL,1
92838a41-fa34-43ba-aa8d-c30d22d0e66b,2022-05-26 08:44:00,21086.5,16.23,22305.95,695.0,1,10.08,1,0,OTHER,credit_card,CA,0
da43dc5a-914d-4d22-8728-4f57303e0798,2023-02-13 17:52:04,37598.84,13.09,29794.1,602.0,15,12.78,0,0,MORTGAGE,car,IL,0
82fbb9ca-7078-43fe-bb32-5ed6f75e703c,2022-10-24 03:17:46,28554.33,5.0,29694.15,673.0,24,25.43,2,1,MORTGAGE,car,OH,1
b3912353-29cc-43e9-b815-af077b6050c4,2022-08-20 11:58:49,23425.63,8.13,27078.3,711.0,11,25.69,0,0,OWN,small_business,NC,0
8c9378c1-36d8-4550-a547-93664bf25684,2023-07-19 06:55:00,45457.75,14.26,18094.42,667.0,19,24.0,1,0,MORTGAGE,credit_card,GA,1
7e23825c-1793-4ce6-867c-aa1923e759a8,2024-09-03 01:43:53,21450.12,12.08,80519.19,620.0,9,21.52,0,0,OWN,credit_card,OH,0
b01e83a0-5db7-4f64-8b34-f6480a02f7e2,2023-12-16 23:51:54,1000.0,5.0,42168.3,742.0,32,21.3,1,1,RENT,major_purchase,PA,0
de8622d8-860b-4f8c-aeb4-c3734d200b9e,2022-09-18 11:50:58,12951.4,16.97,32443.78,724.0,1,20.22,0,1,MORTGAGE,debt_consolidation,MI,0
e0a68922-6e78-410d-a23d-2d631d2c28cf,2024-07-18 15:47:26,33267.88,12.55,53040.92,618.0,8,21.26,1,0,OWN,small_business,NY,0
078645f3-1c0a-429b-a9bc-63d313eb8e45,2024-10-05 09:53:44,30932.64,8.72,45960.32,602.0,22,21.8,1,0,MORTGAGE,home_improvement,GA,0
827ebbc6-1b5e-4919-a272-5fc683aa2d27,2024-04-08 14:09:48,1494.13,15.98,41682.86,623.0,33,6.76,1,0,RENT,debt_consolidation,PA,0
74056ea0-bb80-4086-9ae8-e45d59b2ddf8,2022-08-26 21:41:50,14134.86,9.29,51149.04,713.0,16,11.68,2,0,RENT,credit_card,PA,0
d86c274f-dff0-42b8-9c5b-7470e44fcfeb,2022-07-03 12:04:34,16274.18,9.25,38830.74,697.0,2,9.77,1,0,MORTGAGE,home_improvement,FL,0
0290269b-dc56-4d6e-b2da-dc4b6ffbbf13,2024-11-29 17:04:31,19517.96,13.43,50772.53,727.0,22,26.86,0,0,MORTGAGE,major_purchase,OH,0
42800f5e-96c7-443d-8d96-84c07cd5bdd9,2023-04-05 17:38:07,4361.3,19.12,52921.03,660.0,10,31.23,2,0,OWN,major_purchase,MI,0
cc50ab66-dc51-4696-a55e-41a62b12269b,2023-05-16 10:06:42,15574.43,18.49,39393.63,625.0,12,0.65,1,0,MORTGAGE,home_improvement,IL,0
ac856216-43e1-411a-9fef-18506a2918d8,2023-08-07 07:48:47,14070.84,13.44,32526.25,735.0,36,30.52,0,0,OWN,major_purchase,TX,0
ba37f2a5-b595-4644-983e-34f24aca742c,2024-08-31 01:28:30,36573.0,13.85,78057.34,647.0,37,18.69,0,0,RENT,car,TX,0
bc3bcf41-a245-42e4-806b-2b0fc75e938b,2022-11-24 04:44:25,37136.82,15.17,28596.78,691.0,10,26.1,0,0,MORTGAGE,home_improvement,TX,1
fbae24a1-68eb-4b30-96bf-c2ad4043177d,2024-01-13 18:49:25,22812.84,6.97,44163.63,587.0,23,22.05,0,1,RENT,home_improvement,IL,1
fa436a45-a907-46e9-9637-eec314c01565,2024-10-25 09:40:26,19119.4,14.58,44665.39,646.0,21,29.52,0,0,OWN,debt_consolidation,CA,0
aafc0b88-0966-4d17-bb6f-857a53e57321,2022-11-24 18:49:55,27098.86,9.06,26774.92,741.0,38,19.68,0,0,RENT,home_improvement,NY,0
a0ba7229-2a35-4710-b92d-0f1c8e7e5781,2022-11-06 09:57:42,12751.37,13.27,24247.99,637.0,37,7.09,0,1,RENT,credit_card,OH,0
80854aa8-7d5b-46ea-853d-f63e386436bb,2022-05-28 04:33:26,7797.52,11.09,30426.65,729.0,14,17.15,0,0,OTHER,small_business,OH,0
b43921c2-90b5-48cf-9c07-6bef4adcb7ee,2024-03-10 13:57:59,10896.68,14.0,28392.82,540.0,1,22.13,1,0,RENT,debt_consolidation,OH,0
d8c7f2de-57e3-4597-9b09-980a6440d870,2022-10-26 00:39:40,15477.8,12.47,17517.13,646.0,0,16.27,1,0,MORTGAGE,major_purchase,OH,1
984b2605-7a2e-432f-802f-338ba337dd51,2022-01-23 10:29:56,7547.89,5.0,26219.34,670.0,0,23.26,0,0,MORTGAGE,small_business,CA,0
64420d84-b031-4e6d-935f-9fbcdcbed747,2023-07-05 10:29:20,27430.89,12.72,41486.01,785.0,31,17.47,2,1,RENT,credit_card,MI,0
4a2262f3-6912-48d5-aa79-df0cada5e9e3,2023-09-04 19:07:42,35945.74,14.57,68389.31,610.0,29,13.24,1,0,MORTGAGE,debt_consolidation,NY,1
9aa1fc28-237c-4a04-83ec-b49aef357126,2022-01-20 03:11:05,1193.53,13.78,47915.56,720.0,33,9.31,0,0,RENT,small_business,CA,0
3e700733-1cc6-42f7-82ec-eb064a6fe99a,2024-03-23 00:36:22,25376.93,11.59,9899.43,743.0,5,14.87,1,0,OWN,major_purchase,NC,0
97ae9c93-5245-4d21-b961-cfbcb710dc87,2023-09-04 20:05:39,21700.96,18.57,50043.7,637.0,2,19.64,1,1,MORTGAGE,major_purchase,IL,1
e2168488-7990-4544-8730-46a0cf9b0945,2023-05-31 14:32:57,30122.63,13.25,27472.04,658.0,6,2.32,1,0,MORTGAGE,car,FL,0
eb4d24a6-ed4f-4ac6-8f35-a4969af9b531,2023-01-12 08:17:42,24805.92,13.75,45548.82,688.0,25,11.76,0,0,RENT,debt_consolidation,FL,0
c6021ea8-1fa6-4281-9977-e299d171ea47,2023-12-06 10:22:25,3196.01,16.18,36059.74,591.0,0,2.03,0,1,MORTGAGE,credit_card,PA,0
5d108449-e211-46bb-a42b-abfa0f2fdae9,2024-04-02 03:32:12,6064.16,13.45,32979.99,653.0,26,13.06,0,0,OTHER,home_improvement,PA,0
4ef1c12a-111a-4f6a-842c-685b9791bc05,2024-04-21 00:32:05,25441.35,8.41,34505.78,757.0,35,27.58,1,0,OWN,major_purchase,CA,0
32626b0b-cbf2-4fa1-854a-0628e63fdfb9,2023-03-01 21:44:01,40431.71,5.0,35910.6,711.0,5,8.51,0,0,MORTGAGE,car,TX,0
62fcec16-6f31-4457-a631-54257c1d6669,2023-07-02 18:15:16,1000.0,10.09,71125.59,671.0,29,23.63,0,0,RENT,major_purchase,MI,0
b680531e-dc08-457c-9ef1-df2dc8022366,2022-10-05 22:52:53,30185.9,15.04,35960.27,687.0,22,40.79,0,0,RENT,credit_card,IL,0
e5f39db5-8171-4c8e-b42d-645880d3cbc8,2022-08-27 19:27:26,42844.33,10.59,62490.39,715.0,37,29.63,0,0,OWN,car,MI,1
0d24de09-10b5-47c7-a0d9-15fd28feed1e,2024-08-02 08:08:29,22704.61,15.2,58101.86,726.0,9,19.07,0,0,RENT,home_improvement,OH,1
11f6022b-ccef-45a4-a524-8b8b8b7ff208,2023-03-11 11:10:06,33253.04,12.59,50691.97,647.0,9,24.87,0,0,MORTGAGE,car,GA,0
2f164646-2f25-4cdd-9d79-921b2e59a76b,2022-10-27 13:16:37,14453.96,17.15,14863.9,772.0,0,7.04,0,0,RENT,credit_card,FL,0
43118e0f-d982-405d-a935-e21f15ea834c,2024-03-11 04:52:20,23209.51,10.82,63469.6,759.0,28,5.41,0,0,RENT,small_business,NC,0
516a8242-0964-49fc-862c-aece6ed2d2b8,2022-10-24 20:17:46,1000.0,13.87,28884.18,721.0,34,18.23,1,0,OWN,major_purchase,OH,0
77c1e138-d89e-498b-acee-dd42b62e2678,2022-07-11 06:23:21,1000.0,14.02,51940.99,629.0,0,21.19,0,0,RENT,major_purchase,GA,0
2822f0e0-9539-447d-902a-9a2b6264fc59,2023-11-24 01:52:11,39141.49,18.01,22331.05,619.0,19,26.76,0,0,OWN,car,NY,0
6c1ae1ba-d9a1-457f-9236-5ca33a9b8180,2024-10-02 07:09:11,10225.08,5.17,20079.67,660.0,28,13.45,1,0,OWN,debt_consolidation,PA,0
d72e7f5e-f96e-4efc-b1a0-cb10a90e613a,2022-06-12 09:06:48,18167.08,10.17,97557.22,684.0,31,19.55,0,0,RENT,credit_card,FL,0
dbc1573c-835c-4ee9-ad09-204d6caa6a41,2022-09-20 03:34:11,4203.37,15.39,22505.35,574.0,37,19.27,2,0,RENT,credit_card,MI,0
5e029c1f-ad6b-48ab-9d15-a832edd96456,2024-10-15 16:06:22,3850.45,18.18,64411.88,710.0,28,16.95,0,0,RENT,small_business,MI,0
f4f61043-4b70-4887-a3b4-2fd35ea690e7,2024-03-13 06:13:37,22392.43,12.96,38530.68,757.0,36,17.42,0,1,OWN,car,FL,0
f707504f-2cac-47bd-964d-d8ad833baad6,2023-10-23 06:23:47,14056.34,10.83,29435.01,715.0,39,11.16,0,1,RENT,car,CA,0
01e5e4ee-127a-4cdd-9e5a-c723a184cbc7,2023-01-03 18:46:31,30669.56,15.03,35510.57,639.0,37,20.24,0,0,MORTGAGE,credit_card,NY,0
bb19c22e-213a-4511-aa36-d98d4202075c,2023-05-28 18:09:04,31788.08,15.47,18947.98,632.0,17,19.56,1,0,OWN,credit_card,NY,0
1fe11ca3-9daa-43e2-a45f-fa24e1acfa71,2022-07-27 03:41:29,29812.74,10.56,36066.61,698.0,16,14.48,0,0,RENT,home_improvement,CA,0
18520341-c537-4072-81f5-fc3c6336acc3,2024-06-07 14:49:31,28579.01,13.32,21133.82,671.0,17,23.33,0,0,RENT,small_business,MI,0
0ceea1ee-a281-4c9f-b5a7-aab37a3cf7d8,2023-07-04 03:18:21,48666.52,16.72,29800.43,707.0,38,26.22,0,1,RENT,small_business,IL,0
b8bb55bd-8465-4a43-bf06-735fbaf473a4,2024-05-22 21:39:18,8986.09,19.56,57679.08,716.0,11,23.42,0,0,RENT,car,TX,0
cd77ca73-cbd5-466d-8a6b-8830e8648230,2024-08-19 01:14:32,24175.98,14.97,41237.17,746.0,30,9.66,0,0,RENT,small_business,OH,0
ba5fe6d5-c87e-4626-81c8-64f0f3cdf77d,2022-04-17 13:38:58,41990.35,12.18,17307.84,612.0,25,18.8,0,0,MORTGAGE,car,FL,1
c1062ea8-0edb-4fb9-bd0e-3a2724414f19,2024-08-02 08:43:52,43968.1,11.78,55589.19,693.0,2,10.71,0,0,RENT,credit_card,TX,0
fa3fb265-a434-4dc5-a891-a1a1f2665d89,2022-12-03 05:37:40,3673.55,14.23,36186.82,658.0,19,18.77,0,0,RENT,major_purchase,IL,0
11cfca7f-054f-4698-807a-6b16dd3831ac,2022-12-25 22:19:53,20314.67,11.54,27692.24,674.0,7,10.74,1,0,MORTGAGE,major_purchase,PA,0
5326fd97-c9bd-4eb9-9753-cb7f1f7e1b08,2023-05-18 03:24:38,45371.82,12.76,52751.01,732.0,29,28.22,0,1,MORTGAGE,debt_consolidation,OH,1
ed5a2527-12e7-4cb4-acb3-e23c0af5ad8e,2022-11-22 13:04:38,32621.19,7.77,33402.85,738.0,17,24.27,1,0,OWN,car,NY,0
59226615-6f30-4169-82ad-25d68331dd3f,2023-01-08 21:23:24,27928.95,17.19,20275.52,764.0,14,27.22,0,1,OWN,debt_consolidation,OH,0
c13ea2f6-7f33-4c0f-8851-7f78c1e634db,2024-01-30 07:12:29,21734.73,7.44,91482.67,706.0,2,26.41,0,0,RENT,car,GA,0
2d22488f-7c0f-496d-a1a5-004e80b747e9,2022-12-14 10:39:46,19242.99,10.27,36002.95,673.0,5,15.84,0,0,MORTGAGE,credit_card,OH,0
b34186ae-3083-46f8-9147-cee96193060a,2023-10-28 14:45:34,29323.29,12.39,34867.39,665.0,30,14.6,0,0,OWN,credit_card,MI,0
97c7af07-bc66-45d6-acfc-56dead3975b6,2023-01-21 15:33:39,21214.39,19.96,29656.82,576.0,34,31.93,1,0,OWN,major_purchase,MI,0
81e723d3-eca9-4a3b-8084-3e78ef3d2e56,2022-12-23 03:58:12,24361.32,10.31,65511.62,760.0,11,16.68,0,0,RENT,home_improvement,IL,0
13affad4-e108-487a-b6fc-8331a5530259,2022-06-05 13:03:22,26178.98,9.34,27932.91,661.0,33,7.16,0,1,OWN,home_improvement,FL,0
c6a47379-3e99-40a0-bcaf-56ec2e4e2a3a,2024-08-03 20:31:54,14828.93,9.8,16772.74,710.0,22,26.06,0,0,MORTGAGE,car,IL,0
49a74dc6-4b62-4a86-a686-f342b1783f52,2022-05-11 18:17:15,32981.94,18.64,25865.39,721.0,14,19.15,0,1,RENT,small_business,IL,1
